id,fips_st,fips_co,state,co,location_type_id,nutrient_type_id,amount,year
3144,19,149,IA,Plymouth,2,1,24432,1998
3145,19,151,IA,Pocahontas,2,1,7311,1998
3146,19,153,IA,Polk,2,1,913340,1998
3147,19,155,IA,Pottawattamie,2,1,121717,1998
3148,19,157,IA,Poweshiek,2,1,19392,1998
3149,19,159,IA,Ringgold,2,1,3964,1998
3150,19,161,IA,Sac,2,1,10677,1998
3151,19,163,IA,Scott,2,1,329189,1998
3152,19,165,IA,Shelby,2,1,12268,1998
3153,19,167,IA,Sioux,2,1,35153,1998
3154,19,169,IA,Story,2,1,124426,1998
3155,19,171,IA,Tama,2,1,17283,1998
3156,19,173,IA,Taylor,2,1,5542,1998
3157,19,175,IA,Union,2,1,12345,1998
3158,19,177,IA,Van Buren,2,1,6484,1998
3159,19,179,IA,Wapello,2,1,49173,1998
3160,19,181,IA,Warren,2,1,51894,1998
3161,19,183,IA,Washington,2,1,21863,1998
3162,19,185,IA,Wayne,2,1,5353,1998
3163,19,187,IA,Webster,2,1,48094,1998
3164,19,189,IA,Winnebago,2,1,11767,1998
3165,19,191,IA,Winneshiek,2,1,21635,1998
3166,19,193,IA,Woodbury,2,1,157942,1998
3167,19,195,IA,Worth,2,1,7060,1998
3168,19,197,IA,Wright,2,1,13855,1998
3169,19,1,IA,Adair,2,1,6462,1999
3170,19,3,IA,Adams,2,1,3183,1999
3171,19,5,IA,Allamakee,2,1,12959,1999
3172,19,7,IA,Appanoose,2,1,12788,1999
3173,19,9,IA,Audubon,2,1,5478,1999
3174,19,11,IA,Benton,2,1,25573,1999
3175,19,13,IA,Black Hawk,2,1,225837,1999
3176,19,15,IA,Boone,2,1,28709,1999
3177,19,17,IA,Bremer,2,1,26889,1999
3178,19,19,IA,Buchanan,2,1,21785,1999
3179,19,21,IA,Buena Vista,2,1,20845,1999
3180,19,23,IA,Butler,2,1,14216,1999
3181,19,25,IA,Calhoun,2,1,9523,1999
3182,19,27,IA,Carroll,2,1,22456,1999
3183,19,29,IA,Cass,2,1,13568,1999
3184,19,31,IA,Cedar,2,1,17803,1999
3185,19,33,IA,Cerro Gordo,2,1,60811,1999
3186,19,35,IA,Cherokee,2,1,11652,1999
3187,19,37,IA,Chickasaw,2,1,12263,1999
3188,19,39,IA,Clarke,2,1,7704,1999
3189,19,41,IA,Clay,2,1,16826,1999
3190,19,43,IA,Clayton,2,1,16981,1999
3191,19,45,IA,Clinton,2,1,63053,1999
3192,19,47,IA,Crawford,2,1,15237,1999
3193,19,49,IA,Dallas,2,1,48890,1999
3194,19,51,IA,Davis,2,1,6935,1999
3195,19,53,IA,Decatur,2,1,6956,1999
3196,19,55,IA,Delaware,2,1,18170,1999
3197,19,57,IA,Des Moines,2,1,58842,1999
3198,19,59,IA,Dickinson,2,1,17287,1999
3199,19,61,IA,Dubuque,2,1,137835,1999
3200,19,63,IA,Emmet,2,1,10477,1999
3201,19,65,IA,Fayette,2,1,21318,1999
3202,19,67,IA,Floyd,2,1,17012,1999
3203,19,69,IA,Franklin,2,1,9021,1999
3204,19,71,IA,Fremont,2,1,6344,1999
3205,19,73,IA,Greene,2,1,8657,1999
3206,19,75,IA,Grundy,2,1,11235,1999
3207,19,77,IA,Guthrie,2,1,9655,1999
3208,19,79,IA,Hamilton,2,1,15594,1999
3209,19,81,IA,Hancock,2,1,10526,1999
3210,19,83,IA,Hardin,2,1,18696,1999
3211,19,85,IA,Harrison,2,1,13698,1999
3212,19,87,IA,Henry,2,1,22474,1999
3213,19,89,IA,Howard,2,1,8651,1999
3214,19,91,IA,Humboldt,2,1,9412,1999
3215,19,93,IA,Ida,2,1,6603,1999
3216,19,95,IA,Iowa,2,1,14517,1999
3217,19,97,IA,Jackson,2,1,19777,1999
3218,19,99,IA,Jasper,2,1,41992,1999
3219,19,101,IA,Jefferson,2,1,16816,1999
3220,19,103,IA,Johnson,2,1,180716,1999
3221,19,105,IA,Jones,2,1,20502,1999
3222,19,107,IA,Keokuk,2,1,9625,1999
3223,19,109,IA,Kossuth,2,1,14257,1999
3224,19,111,IA,Lee,2,1,47976,1999
3225,19,113,IA,Linn,2,1,352142,1999
3226,19,115,IA,Louisa,2,1,11679,1999
3227,19,117,IA,Lucas,2,1,8317,1999
3228,19,119,IA,Lyon,2,1,10135,1999
3229,19,121,IA,Madison,2,1,12689,1999
3230,19,123,IA,Mahaska,2,1,23461,1999
3231,19,125,IA,Marion,2,1,37174,1999
3232,19,127,IA,Marshall,2,1,48754,1999
3233,19,129,IA,Mills,2,1,14406,1999
3234,19,131,IA,Mitchell,2,1,9761,1999
3235,19,133,IA,Monona,2,1,7805,1999
3236,19,135,IA,Monroe,2,1,6754,1999
3237,19,137,IA,Montgomery,2,1,11116,1999
3238,19,139,IA,Muscatine,2,1,56430,1999
3239,19,141,IA,O'Brien,2,1,14173,1999
3240,19,143,IA,Osceola,2,1,5817,1999
3241,19,145,IA,Page,2,1,16876,1999
3242,19,147,IA,Palo Alto,2,1,8387,1999
3243,19,149,IA,Plymouth,2,1,23649,1999
3244,19,151,IA,Pocahontas,2,1,6951,1999
3245,19,153,IA,Polk,2,1,892180,1999
3246,19,155,IA,Pottawattamie,2,1,117559,1999
3247,19,157,IA,Poweshiek,2,1,18555,1999
3248,19,159,IA,Ringgold,2,1,3805,1999
3249,19,161,IA,Sac,2,1,10043,1999
3250,19,163,IA,Scott,2,1,317996,1999
3251,19,165,IA,Shelby,2,1,11664,1999
3252,19,167,IA,Sioux,2,1,33704,1999
3253,19,169,IA,Story,2,1,121486,1999
3254,19,171,IA,Tama,2,1,16618,1999
3255,19,173,IA,Taylor,2,1,5188,1999
3256,19,175,IA,Union,2,1,11887,1999
3257,19,177,IA,Van Buren,2,1,6222,1999
3258,19,179,IA,Wapello,2,1,47269,1999
3259,19,181,IA,Warren,2,1,50411,1999
3260,19,183,IA,Washington,2,1,21040,1999
3261,19,185,IA,Wayne,2,1,5048,1999
3262,19,187,IA,Webster,2,1,46988,1999
3263,19,189,IA,Winnebago,2,1,11172,1999
3264,19,191,IA,Winneshiek,2,1,20775,1999
3265,19,193,IA,Woodbury,2,1,151590,1999
3266,19,195,IA,Worth,2,1,6723,1999
3267,19,197,IA,Wright,2,1,13122,1999
3268,19,1,IA,Adair,2,1,8816,2000
3269,19,3,IA,Adams,2,1,4360,2000
3270,19,5,IA,Allamakee,2,1,17870,2000
3271,19,7,IA,Appanoose,2,1,17616,2000
3272,19,9,IA,Audubon,2,1,7445,2000
3273,19,11,IA,Benton,2,1,35359,2000
3274,19,13,IA,Black Hawk,2,1,311468,2000
3275,19,15,IA,Boone,2,1,39622,2000
3276,19,17,IA,Bremer,2,1,36850,2000
3277,19,19,IA,Buchanan,2,1,29856,2000
3278,19,21,IA,Buena Vista,2,1,28507,2000
3279,19,23,IA,Butler,2,1,19593,2000
3280,19,25,IA,Calhoun,2,1,12989,2000
3281,19,27,IA,Carroll,2,1,30511,2000
3282,19,29,IA,Cass,2,1,18727,2000
3283,19,31,IA,Cedar,2,1,24514,2000
3284,19,33,IA,Cerro Gordo,2,1,83234,2000
3285,19,35,IA,Cherokee,2,1,15937,2000
3286,19,37,IA,Chickasaw,2,1,16684,2000
3287,19,39,IA,Clarke,2,1,10950,2000
3288,19,41,IA,Clay,2,1,23210,2000
3289,19,43,IA,Clayton,2,1,23129,2000
3290,19,45,IA,Clinton,2,1,86320,2000
3291,19,47,IA,Crawford,2,1,21016,2000
3292,19,49,IA,Dallas,2,1,69617,2000
3293,19,51,IA,Davis,2,1,9576,2000
3294,19,53,IA,Decatur,2,1,9633,2000
3295,19,55,IA,Delaware,2,1,24932,2000
3296,19,57,IA,Des Moines,2,1,80561,2000
3297,19,59,IA,Dickinson,2,1,23960,2000
3298,19,61,IA,Dubuque,2,1,190242,2000
3299,19,63,IA,Emmet,2,1,14289,2000
3300,19,65,IA,Fayette,2,1,29328,2000
3301,19,67,IA,Floyd,2,1,23303,2000
3302,19,69,IA,Franklin,2,1,12300,2000
3303,19,71,IA,Fremont,2,1,8748,2000
3304,19,73,IA,Greene,2,1,11870,2000
3305,19,75,IA,Grundy,2,1,15519,2000
3306,19,77,IA,Guthrie,2,1,13210,2000
3307,19,79,IA,Hamilton,2,1,21545,2000
3308,19,81,IA,Hancock,2,1,14499,2000
3309,19,83,IA,Hardin,2,1,25775,2000
3310,19,85,IA,Harrison,2,1,19095,2000
3311,19,87,IA,Henry,2,1,30895,2000
3312,19,89,IA,Howard,2,1,11876,2000
3313,19,91,IA,Humboldt,2,1,12898,2000
3314,19,93,IA,Ida,2,1,8971,2000
3315,19,95,IA,Iowa,2,1,20144,2000
3316,19,97,IA,Jackson,2,1,27352,2000
3317,19,99,IA,Jasper,2,1,58019,2000
3318,19,101,IA,Jefferson,2,1,22953,2000
3319,19,103,IA,Johnson,2,1,252183,2000
3320,19,105,IA,Jones,2,1,28213,2000
3321,19,107,IA,Keokuk,2,1,13370,2000
3322,19,109,IA,Kossuth,2,1,19478,2000
3323,19,111,IA,Lee,2,1,65502,2000
3324,19,113,IA,Linn,2,1,490429,2000
3325,19,115,IA,Louisa,2,1,16085,2000
3326,19,117,IA,Lucas,2,1,11383,2000
3327,19,119,IA,Lyon,2,1,13871,2000
3328,19,121,IA,Madison,2,1,17657,2000
3329,19,123,IA,Mahaska,2,1,32161,2000
3330,19,125,IA,Marion,2,1,51512,2000
3331,19,127,IA,Marshall,2,1,67082,2000
3332,19,129,IA,Mills,2,1,19946,2000
3333,19,131,IA,Mitchell,2,1,13398,2000
3334,19,133,IA,Monona,2,1,10690,2000
3335,19,135,IA,Monroe,2,1,9227,2000
3336,19,137,IA,Montgomery,2,1,15303,2000
3337,19,139,IA,Muscatine,2,1,77976,2000
3338,19,141,IA,O'Brien,2,1,19338,2000
3339,19,143,IA,Osceola,2,1,7936,2000
3340,19,145,IA,Page,2,1,22982,2000
3341,19,147,IA,Palo Alto,2,1,11556,2000
3342,19,149,IA,Plymouth,2,1,32669,2000
3343,19,151,IA,Pocahontas,2,1,9360,2000
3344,19,153,IA,Polk,2,1,1244942,2000
3345,19,155,IA,Pottawattamie,2,1,163093,2000
3346,19,157,IA,Poweshiek,2,1,25564,2000
3347,19,159,IA,Ringgold,2,1,5260,2000
3348,19,161,IA,Sac,2,1,13578,2000
3349,19,163,IA,Scott,2,1,437218,2000
3350,19,165,IA,Shelby,2,1,16041,2000
3351,19,167,IA,Sioux,2,1,46225,2000
3352,19,169,IA,Story,2,1,168835,2000
3353,19,171,IA,Tama,2,1,22837,2000
3354,19,173,IA,Taylor,2,1,7210,2000
3355,19,175,IA,Union,2,1,16206,2000
3356,19,177,IA,Van Buren,2,1,8597,2000
3357,19,179,IA,Wapello,2,1,65063,2000
3358,19,181,IA,Warren,2,1,70107,2000
3359,19,183,IA,Washington,2,1,29120,2000
3360,19,185,IA,Wayne,2,1,6935,2000
3361,19,187,IA,Webster,2,1,64614,2000
3362,19,189,IA,Winnebago,2,1,15481,2000
3363,19,191,IA,Winneshiek,2,1,28623,2000
3364,19,193,IA,Woodbury,2,1,208788,2000
3365,19,195,IA,Worth,2,1,9281,2000
3366,19,197,IA,Wright,2,1,17983,2000
3367,19,1,IA,Adair,2,1,10300,2001
3368,19,3,IA,Adams,2,1,5102,2001
3369,19,5,IA,Allamakee,2,1,20824,2001
3370,19,7,IA,Appanoose,2,1,20809,2001
3371,19,9,IA,Audubon,2,1,8635,2001
3372,19,11,IA,Benton,2,1,43091,2001
3373,19,13,IA,Black Hawk,2,1,372242,2001
3374,19,15,IA,Boone,2,1,47530,2001
3375,19,17,IA,Bremer,2,1,44393,2001
3376,19,19,IA,Buchanan,2,1,35482,2001
3377,19,21,IA,Buena Vista,2,1,33751,2001
3378,19,23,IA,Butler,2,1,22913,2001
3379,19,25,IA,Calhoun,2,1,15274,2001
3380,19,27,IA,Carroll,2,1,36131,2001
3381,19,29,IA,Cass,2,1,22049,2001
3382,19,31,IA,Cedar,2,1,29177,2001
3383,19,33,IA,Cerro Gordo,2,1,97880,2001
3384,19,35,IA,Cherokee,2,1,18751,2001
3385,19,37,IA,Chickasaw,2,1,19930,2001
3386,19,39,IA,Clarke,2,1,13228,2001
3387,19,41,IA,Clay,2,1,27586,2001
3388,19,43,IA,Clayton,2,1,27312,2001
3389,19,45,IA,Clinton,2,1,102727,2001
3390,19,47,IA,Crawford,2,1,25109,2001
3391,19,49,IA,Dallas,2,1,88790,2001
3392,19,51,IA,Davis,2,1,11542,2001
3393,19,53,IA,Decatur,2,1,11500,2001
3394,19,55,IA,Delaware,2,1,29501,2001
3395,19,57,IA,Des Moines,2,1,95350,2001
3396,19,59,IA,Dickinson,2,1,28854,2001
3397,19,61,IA,Dubuque,2,1,227711,2001
3398,19,63,IA,Emmet,2,1,16829,2001
3399,19,65,IA,Fayette,2,1,34493,2001
3400,19,67,IA,Floyd,2,1,27347,2001
3401,19,69,IA,Franklin,2,1,14586,2001
3402,19,71,IA,Fremont,2,1,10255,2001
3403,19,73,IA,Greene,2,1,13849,2001
3404,19,75,IA,Grundy,2,1,18460,2001
3405,19,77,IA,Guthrie,2,1,15612,2001
3406,19,79,IA,Hamilton,2,1,25299,2001
3407,19,81,IA,Hancock,2,1,17026,2001
3408,19,83,IA,Hardin,2,1,30578,2001
3409,19,85,IA,Harrison,2,1,22854,2001
3410,19,87,IA,Henry,2,1,37058,2001
3411,19,89,IA,Howard,2,1,14131,2001
3412,19,91,IA,Humboldt,2,1,15289,2001
3413,19,93,IA,Ida,2,1,10446,2001
3414,19,95,IA,Iowa,2,1,24392,2001
3415,19,97,IA,Jackson,2,1,32731,2001
3416,19,99,IA,Jasper,2,1,69735,2001
3417,19,101,IA,Jefferson,2,1,27225,2001
3418,19,103,IA,Johnson,2,1,312739,2001
3419,19,105,IA,Jones,2,1,33708,2001
3420,19,107,IA,Keokuk,2,1,15995,2001
3421,19,109,IA,Kossuth,2,1,22690,2001
3422,19,111,IA,Lee,2,1,76785,2001
3423,19,113,IA,Linn,2,1,598699,2001
3424,19,115,IA,Louisa,2,1,19268,2001
3425,19,117,IA,Lucas,2,1,13699,2001
3426,19,119,IA,Lyon,2,1,16412,2001
3427,19,121,IA,Madison,2,1,21442,2001
3428,19,123,IA,Mahaska,2,1,38678,2001
3429,19,125,IA,Marion,2,1,62928,2001
3430,19,127,IA,Marshall,2,1,80371,2001
3431,19,129,IA,Mills,2,1,23799,2001
3432,19,131,IA,Mitchell,2,1,15809,2001
3433,19,133,IA,Monona,2,1,12492,2001
3434,19,135,IA,Monroe,2,1,10922,2001
3435,19,137,IA,Montgomery,2,1,17823,2001
3436,19,139,IA,Muscatine,2,1,93757,2001
3437,19,141,IA,O'Brien,2,1,22764,2001
3438,19,143,IA,Osceola,2,1,9406,2001
3439,19,145,IA,Page,2,1,27348,2001
3440,19,147,IA,Palo Alto,2,1,13656,2001
3441,19,149,IA,Plymouth,2,1,38991,2001
3442,19,151,IA,Pocahontas,2,1,10890,2001
3443,19,153,IA,Polk,2,1,1527576,2001
3444,19,155,IA,Pottawattamie,2,1,195539,2001
3445,19,157,IA,Poweshiek,2,1,30745,2001
3446,19,159,IA,Ringgold,2,1,6194,2001
3447,19,161,IA,Sac,2,1,15980,2001
3448,19,163,IA,Scott,2,1,523828,2001
3449,19,165,IA,Shelby,2,1,18908,2001
3450,19,167,IA,Sioux,2,1,55798,2001
3451,19,169,IA,Story,2,1,202935,2001
3452,19,171,IA,Tama,2,1,27222,2001
3453,19,173,IA,Taylor,2,1,8556,2001
3454,19,175,IA,Union,2,1,19220,2001
3455,19,177,IA,Van Buren,2,1,10186,2001
3456,19,179,IA,Wapello,2,1,77785,2001
3457,19,181,IA,Warren,2,1,85037,2001
3458,19,183,IA,Washington,2,1,35662,2001
3459,19,185,IA,Wayne,2,1,8178,2001
3460,19,187,IA,Webster,2,1,77033,2001
3461,19,189,IA,Winnebago,2,1,18186,2001
3462,19,191,IA,Winneshiek,2,1,34186,2001
3463,19,193,IA,Woodbury,2,1,248793,2001
3464,19,195,IA,Worth,2,1,10939,2001
3465,19,197,IA,Wright,2,1,21035,2001
3466,19,1,IA,Adair,2,1,10622,2002
3467,19,3,IA,Adams,2,1,5286,2002
3468,19,5,IA,Allamakee,2,1,21848,2002
3469,19,7,IA,Appanoose,2,1,21474,2002
3470,19,9,IA,Audubon,2,1,8878,2002
3471,19,11,IA,Benton,2,1,46087,2002
3472,19,13,IA,Black Hawk,2,1,386989,2002
3473,19,15,IA,Boone,2,1,49475,2002
3474,19,17,IA,Bremer,2,1,46109,2002
3475,19,19,IA,Buchanan,2,1,36828,2002
3476,19,21,IA,Buena Vista,2,1,35356,2002
3477,19,23,IA,Butler,2,1,23684,2002
3478,19,25,IA,Calhoun,2,1,15608,2002
3479,19,27,IA,Carroll,2,1,37763,2002
3480,19,29,IA,Cass,2,1,22603,2002
3481,19,31,IA,Cedar,2,1,30582,2002
3482,19,33,IA,Cerro Gordo,2,1,101368,2002
3483,19,35,IA,Cherokee,2,1,19083,2002
3484,19,37,IA,Chickasaw,2,1,20342,2002
3485,19,39,IA,Clarke,2,1,13871,2002
3486,19,41,IA,Clay,2,1,28557,2002
3487,19,43,IA,Clayton,2,1,28202,2002
3488,19,45,IA,Clinton,2,1,107170,2002
3489,19,47,IA,Crawford,2,1,26276,2002
3490,19,49,IA,Dallas,2,1,97816,2002
3491,19,51,IA,Davis,2,1,12109,2002
3492,19,53,IA,Decatur,2,1,11885,2002
3493,19,55,IA,Delaware,2,1,30778,2002
3494,19,57,IA,Des Moines,2,1,98236,2002
3495,19,59,IA,Dickinson,2,1,29989,2002
3496,19,61,IA,Dubuque,2,1,239817,2002
3497,19,63,IA,Emmet,2,1,17509,2002
3498,19,65,IA,Fayette,2,1,35685,2002
3499,19,67,IA,Floyd,2,1,28644,2002
3500,19,69,IA,Franklin,2,1,15380,2002
3501,19,71,IA,Fremont,2,1,10599,2002
3502,19,73,IA,Greene,2,1,14457,2002
3503,19,75,IA,Grundy,2,1,19419,2002
3504,19,77,IA,Guthrie,2,1,16388,2002
3505,19,79,IA,Hamilton,2,1,26653,2002
3506,19,81,IA,Hancock,2,1,17599,2002
3507,19,83,IA,Hardin,2,1,31607,2002
3508,19,85,IA,Harrison,2,1,23719,2002
3509,19,87,IA,Henry,2,1,37990,2002
3510,19,89,IA,Howard,2,1,14696,2002
3511,19,91,IA,Humboldt,2,1,15641,2002
3512,19,93,IA,Ida,2,1,10760,2002
3513,19,95,IA,Iowa,2,1,25565,2002
3514,19,97,IA,Jackson,2,1,34072,2002
3515,19,99,IA,Jasper,2,1,73476,2002
3516,19,101,IA,Jefferson,2,1,28052,2002
3517,19,103,IA,Johnson,2,1,334975,2002
3518,19,105,IA,Jones,2,1,35373,2002
3519,19,107,IA,Keokuk,2,1,16737,2002
3520,19,109,IA,Kossuth,2,1,23301,2002
3521,19,111,IA,Lee,2,1,79146,2002
3522,19,113,IA,Linn,2,1,635309,2002
3523,19,115,IA,Louisa,2,1,20298,2002
3524,19,117,IA,Lucas,2,1,14371,2002
3525,19,119,IA,Lyon,2,1,17136,2002
3526,19,121,IA,Madison,2,1,22859,2002
3527,19,123,IA,Mahaska,2,1,40462,2002
3528,19,125,IA,Marion,2,1,65817,2002
3529,19,127,IA,Marshall,2,1,83737,2002
3530,19,129,IA,Mills,2,1,25107,2002
3531,19,131,IA,Mitchell,2,1,16779,2002
3532,19,133,IA,Monona,2,1,12920,2002
3533,19,135,IA,Monroe,2,1,11196,2002
3534,19,137,IA,Montgomery,2,1,18278,2002
3535,19,139,IA,Muscatine,2,1,98479,2002
3536,19,141,IA,O'Brien,2,1,23489,2002
3537,19,143,IA,Osceola,2,1,9714,2002
3538,19,145,IA,Page,2,1,27736,2002
3539,19,147,IA,Palo Alto,2,1,13997,2002
3540,19,149,IA,Plymouth,2,1,40534,2002
3541,19,151,IA,Pocahontas,2,1,11228,2002
3542,19,153,IA,Polk,2,1,1630818,2002
3543,19,155,IA,Pottawattamie,2,1,206128,2002
3544,19,157,IA,Poweshiek,2,1,32074,2002
3545,19,159,IA,Ringgold,2,1,6353,2002
3546,19,161,IA,Sac,2,1,16174,2002
3547,19,163,IA,Scott,2,1,550536,2002
3548,19,165,IA,Shelby,2,1,19550,2002
3549,19,167,IA,Sioux,2,1,58700,2002
3550,19,169,IA,Story,2,1,218649,2002
3551,19,171,IA,Tama,2,1,28357,2002
3552,19,173,IA,Taylor,2,1,8854,2002
3553,19,175,IA,Union,2,1,19925,2002
3554,19,177,IA,Van Buren,2,1,10698,2002
3555,19,179,IA,Wapello,2,1,81225,2002
3556,19,181,IA,Warren,2,1,90066,2002
3557,19,183,IA,Washington,2,1,37412,2002
3558,19,185,IA,Wayne,2,1,8584,2002
3559,19,187,IA,Webster,2,1,79917,2002
3560,19,189,IA,Winnebago,2,1,18671,2002
3561,19,191,IA,Winneshiek,2,1,35649,2002
3562,19,193,IA,Woodbury,2,1,260358,2002
3563,19,195,IA,Worth,2,1,11473,2002
3564,19,197,IA,Wright,2,1,21619,2002
3565,19,1,IA,Adair,2,1,11090,2003
3566,19,3,IA,Adams,2,1,5512,2003
3567,19,5,IA,Allamakee,2,1,23166,2003
3568,19,7,IA,Appanoose,2,1,22763,2003
3569,19,9,IA,Audubon,2,1,9133,2003
3570,19,11,IA,Benton,2,1,48924,2003
3571,19,13,IA,Black Hawk,2,1,405004,2003
3572,19,15,IA,Boone,2,1,52283,2003
3573,19,17,IA,Bremer,2,1,48716,2003
3574,19,19,IA,Buchanan,2,1,38780,2003
3575,19,21,IA,Buena Vista,2,1,36851,2003
3576,19,23,IA,Butler,2,1,24824,2003
3577,19,25,IA,Calhoun,2,1,16029,2003
3578,19,27,IA,Carroll,2,1,39364,2003
3579,19,29,IA,Cass,2,1,23809,2003
3580,19,31,IA,Cedar,2,1,32199,2003
3581,19,33,IA,Cerro Gordo,2,1,106281,2003
3582,19,35,IA,Cherokee,2,1,19698,2003
3583,19,37,IA,Chickasaw,2,1,20956,2003
3584,19,39,IA,Clarke,2,1,14689,2003
3585,19,41,IA,Clay,2,1,29788,2003
3586,19,43,IA,Clayton,2,1,29467,2003
3587,19,45,IA,Clinton,2,1,112349,2003
3588,19,47,IA,Crawford,2,1,27440,2003
3589,19,49,IA,Dallas,2,1,108977,2003
3590,19,51,IA,Davis,2,1,12604,2003
3591,19,53,IA,Decatur,2,1,12366,2003
3592,19,55,IA,Delaware,2,1,32048,2003
3593,19,57,IA,Des Moines,2,1,103171,2003
3594,19,59,IA,Dickinson,2,1,31488,2003
3595,19,61,IA,Dubuque,2,1,255643,2003
3596,19,63,IA,Emmet,2,1,18173,2003
3597,19,65,IA,Fayette,2,1,37264,2003
3598,19,67,IA,Floyd,2,1,29961,2003
3599,19,69,IA,Franklin,2,1,16076,2003
3600,19,71,IA,Fremont,2,1,11048,2003
3601,19,73,IA,Greene,2,1,15032,2003
3602,19,75,IA,Grundy,2,1,20296,2003
3603,19,77,IA,Guthrie,2,1,17439,2003
3604,19,79,IA,Hamilton,2,1,27926,2003
3605,19,81,IA,Hancock,2,1,18536,2003
3606,19,83,IA,Hardin,2,1,32775,2003
3607,19,85,IA,Harrison,2,1,25058,2003
3608,19,87,IA,Henry,2,1,40326,2003
3609,19,89,IA,Howard,2,1,15297,2003
3610,19,91,IA,Humboldt,2,1,16337,2003
3611,19,93,IA,Ida,2,1,11119,2003
3612,19,95,IA,Iowa,2,1,27063,2003
3613,19,97,IA,Jackson,2,1,35815,2003
3614,19,99,IA,Jasper,2,1,77399,2003
3615,19,101,IA,Jefferson,2,1,29314,2003
3616,19,103,IA,Johnson,2,1,360155,2003
3617,19,105,IA,Jones,2,1,37369,2003
3618,19,107,IA,Keokuk,2,1,17317,2003
3619,19,109,IA,Kossuth,2,1,24116,2003
3620,19,111,IA,Lee,2,1,82131,2003
3621,19,113,IA,Linn,2,1,671977,2003
3622,19,115,IA,Louisa,2,1,21325,2003
3623,19,117,IA,Lucas,2,1,15195,2003
3624,19,119,IA,Lyon,2,1,17990,2003
3625,19,121,IA,Madison,2,1,24356,2003
3626,19,123,IA,Mahaska,2,1,41861,2003
3627,19,125,IA,Marion,2,1,68865,2003
3628,19,127,IA,Marshall,2,1,88164,2003
3629,19,129,IA,Mills,2,1,26569,2003
3630,19,131,IA,Mitchell,2,1,17657,2003
3631,19,133,IA,Monona,2,1,13552,2003
3632,19,135,IA,Monroe,2,1,11814,2003
3633,19,137,IA,Montgomery,2,1,18985,2003
3634,19,139,IA,Muscatine,2,1,103232,2003
3635,19,141,IA,O'Brien,2,1,24509,2003
3636,19,143,IA,Osceola,2,1,10154,2003
3637,19,145,IA,Page,2,1,28580,2003
3638,19,147,IA,Palo Alto,2,1,14386,2003
3639,19,149,IA,Plymouth,2,1,42721,2003
3640,19,151,IA,Pocahontas,2,1,11461,2003
3641,19,153,IA,Polk,2,1,1741778,2003
3642,19,155,IA,Pottawattamie,2,1,217211,2003
3643,19,157,IA,Poweshiek,2,1,33869,2003
3644,19,159,IA,Ringgold,2,1,6631,2003
3645,19,161,IA,Sac,2,1,16640,2003
3646,19,163,IA,Scott,2,1,579817,2003
3647,19,165,IA,Shelby,2,1,20388,2003
3648,19,167,IA,Sioux,2,1,61732,2003
3649,19,169,IA,Story,2,1,229655,2003
3650,19,171,IA,Tama,2,1,29723,2003
3651,19,173,IA,Taylor,2,1,9193,2003
3652,19,175,IA,Union,2,1,20511,2003
3653,19,177,IA,Van Buren,2,1,11127,2003
3654,19,179,IA,Wapello,2,1,85190,2003
3655,19,181,IA,Warren,2,1,96748,2003
3656,19,183,IA,Washington,2,1,39405,2003
3657,19,185,IA,Wayne,2,1,8916,2003
3658,19,187,IA,Webster,2,1,83253,2003
3659,19,189,IA,Winnebago,2,1,19600,2003
3660,19,191,IA,Winneshiek,2,1,36990,2003
3661,19,193,IA,Woodbury,2,1,272275,2003
3662,19,195,IA,Worth,2,1,11923,2003
3663,19,197,IA,Wright,2,1,22345,2003
3664,19,1,IA,Adair,2,1,14352,2004
3665,19,3,IA,Adams,2,1,7075,2004
3666,19,5,IA,Allamakee,2,1,30373,2004
3667,19,7,IA,Appanoose,2,1,29529,2004
3668,19,9,IA,Audubon,2,1,11813,2004
3669,19,11,IA,Benton,2,1,65044,2004
3670,19,13,IA,Black Hawk,2,1,531162,2004
3671,19,15,IA,Boone,2,1,68798,2004
3672,19,17,IA,Bremer,2,1,64147,2004
3673,19,19,IA,Buchanan,2,1,51004,2004
3674,19,21,IA,Buena Vista,2,1,47690,2004
3675,19,23,IA,Butler,2,1,32500,2004
3676,19,25,IA,Calhoun,2,1,20645,2004
3677,19,27,IA,Carroll,2,1,51232,2004
3678,19,29,IA,Cass,2,1,30741,2004
3679,19,31,IA,Cedar,2,1,42067,2004
3680,19,33,IA,Cerro Gordo,2,1,137198,2004
3681,19,35,IA,Cherokee,2,1,25417,2004
3682,19,37,IA,Chickasaw,2,1,27108,2004
3683,19,39,IA,Clarke,2,1,19261,2004
3684,19,41,IA,Clay,2,1,38868,2004
3685,19,43,IA,Clayton,2,1,38363,2004
3686,19,45,IA,Clinton,2,1,146647,2004
3687,19,47,IA,Crawford,2,1,35705,2004
3688,19,49,IA,Dallas,2,1,155104,2004
3689,19,51,IA,Davis,2,1,16656,2004
3690,19,53,IA,Decatur,2,1,16149,2004
3691,19,55,IA,Delaware,2,1,41404,2004
3692,19,57,IA,Des Moines,2,1,133213,2004
3693,19,59,IA,Dickinson,2,1,41738,2004
3694,19,61,IA,Dubuque,2,1,337110,2004
3695,19,63,IA,Emmet,2,1,23290,2004
3696,19,65,IA,Fayette,2,1,47973,2004
3697,19,67,IA,Floyd,2,1,38937,2004
3698,19,69,IA,Franklin,2,1,21143,2004
